"acceptedName","specimenCount","propContemporary","logSpecimenCount","yearPublished","Threatened"
"Cortinarius viridipes",15,0.533333333333333,2.70805020110221,1967,NA
"Cortinarius volvatus",29,0.241379310344828,3.36729582998647,1939,NA
"Cortinarius vulpicolor",9,0.777777777777778,2.19722457733622,1987,NA
"Cortinarius watsonii",16,0,2.77258872223978,1945,NA
"Cortinarius weberi",2,0,0.693147180559945,1945,NA
"Cortinarius westii",2,0,0.693147180559945,1939,NA
"Cortinarius whiteae",19,0.0526315789473684,2.94443897916644,1902,NA
"Cortinarius zakii",51,0.431372549019608,3.93182563272433,1977,NA
"Cortinarius zinziberatus",77,0.571428571428571,4.34380542185368,1772,NA
"Costantinella athrix",23,0.608695652173913,3.13549421592915,1952,NA
"Costantinella cristata",18,0,2.89037175789616,1892,NA
"Costantinella micheneri",164,0.170731707317073,5.0998664278242,1875,NA
"Costantinella terrestris",149,0.161073825503356,5.00394630594546,1809,NA
"Cotylidia aurantiaca",354,0.454802259887006,5.86929691313377,1827,NA
"Cotylidia carpatica",6,0.833333333333333,1.79175946922805,1927,NA
"Cotylidia diaphana",368,0.418478260869565,5.90808293816893,1854,NA
"Cotylidia pannosa",275,0.476363636363636,5.61677109766657,1794,NA
"Cotylidia pusiola",121,0.239669421487603,4.79579054559674,1868,NA
"Cotylidia undulata",240,0.5375,5.48063892334199,1810,NA
"Crassisporium funariophilum",69,0.797101449275362,4.23410650459726,1954,NA
"Craterellus caeruleofuscus",93,0.645161290322581,4.53259949315326,1968,NA
"Craterellus calicornucopioides",158,1,5.06259503302697,2015,"0"
"Craterellus carolinensis",12,0.75,2.484906649788,1968,NA
"Craterellus convolvulatus",8,0.125,2.07944154167984,1968,NA
"Craterellus cornucopioides",9899,0.719769673704415,9.20018902091981,1753,NA
"Craterellus flavobrunneus",3,0,1.09861228866811,1979,NA
"Craterellus foetidus",73,0.863013698630137,4.29045944114839,1968,NA
"Craterellus hesleri",11,0.545454545454545,2.39789527279837,1975,NA
"Craterellus ignicolor",437,0.807780320366133,6.07993319509559,1975,NA
"Craterellus lutescens",7330,0.792496589358799,8.8997307948807,1774,NA
"Craterellus pallidipes",23,0.434782608695652,3.13549421592915,1979,NA
"Craterellus subperforatus",7,0,1.94591014905531,1968,"0"
"Craterellus tubaeformis",15479,0.818851346986239,9.64723954557388,1772,NA
"Craterellus undulatus",3237,0.763052208835341,8.08240225392624,1790,NA
"Craterellus venosus",20,0.75,2.99573227355399,1975,NA
"Craterellus zelleri",1,0,0,1926,NA
"Cremeoderma unicum",80,0.4625,4.38202663467388,1949,NA
"Creosphaeria sassafras",415,0.127710843373494,6.0282785202307,1822,NA
"Crepidotus alabamensis",52,0.365384615384615,3.95124371858143,1917,NA
"Crepidotus albatus",8,0.5,2.07944154167984,1965,NA
"Crepidotus albescens",2,0,0.693147180559945,1916,NA
"Crepidotus albissimus",2,0.5,0.693147180559945,1943,NA
"Crepidotus alnicola",3,0.333333333333333,1.09861228866811,1965,NA
"Crepidotus alveolus",19,0,2.94443897916644,1829,NA
"Crepidotus angustifolius",1,0,0,1965,NA
"Crepidotus antillarum",11,0.272727272727273,2.39789527279837,1903,NA
"Crepidotus applanatus",2219,0.718792248760703,7.70481192293259,1796,NA
"Crepidotus aureus",8,0.5,2.07944154167984,1978,NA
"Crepidotus autochthonus",213,0.704225352112676,5.36129216570943,1937,NA
"Crepidotus avellaneus",8,0.25,2.07944154167984,1965,NA
"Crepidotus bakerae",2,0,0.693147180559945,1973,NA
"Crepidotus betulae",28,0.214285714285714,3.3322045101752,1917,NA
"Crepidotus bresadolae",617,0.348460291734198,6.42486902390539,1878,NA
"Crepidotus brunnescens",8,0.75,2.07944154167984,1965,NA
"Crepidotus brunneus",2,0,0.693147180559945,1975,NA
"Crepidotus calolepis",1910,0.775916230366492,7.55485852104068,1873,NA
"Crepidotus campylus",3,0.333333333333333,1.09861228866811,1965,NA
"Crepidotus caspari",1319,0.65959059893859,7.18462915271731,1926,NA
"Crepidotus cesatii",3673,0.829022597331881,8.20876404581967,1851,NA
"Crepidotus cinereipallens",1,0,0,1965,NA
"Crepidotus cinnamomeus",3,0.333333333333333,1.09861228866811,1965,NA
"Crepidotus circinatus",1,0,0,1965,NA
"Crepidotus citrinus",3,0.666666666666667,1.09861228866811,1924,NA
"Crepidotus coloradensis",20,0.1,2.99573227355399,1965,NA
"Crepidotus conchatus",4,0.25,1.38629436111989,1965,NA
"Crepidotus confertus",7,0,1.94591014905531,1965,NA
"Crepidotus constans",6,0.166666666666667,1.79175946922805,1965,NA
"Crepidotus contortus",5,0,1.6094379124341,1965,NA
"Crepidotus croceotinctus",22,0.818181818181818,3.09104245335832,1887,NA
"Crepidotus crocophyllus",727,0.770288858321871,6.58892647753352,1847,NA
"Crepidotus cuneiformis",12,0,2.484906649788,1902,NA
"Crepidotus cystidiosus",39,0.0769230769230769,3.66356164612965,1965,NA
"Crepidotus dorsalis",97,0.0103092783505155,4.57471097850338,1872,NA
"Crepidotus eburneus",3,0,1.09861228866811,1965,NA
"Crepidotus eccentricus",21,0.428571428571429,3.04452243772342,1917,NA
"Crepidotus epibryus",1069,0.64265668849392,6.97447891102505,1821,NA
"Crepidotus fimbriatus",38,0.5,3.63758615972639,1965,NA
"Crepidotus flexuosus",1,0,0,1965,NA
"Crepidotus fraxinicola",15,0.133333333333333,2.70805020110221,1917,NA
"Crepidotus fulvifibrillosus",29,0.448275862068966,3.36729582998647,1917,NA
"Crepidotus fulvotomentosus",215,0,5.37063802812766,1874,NA
"Crepidotus furcatus",7,0,1.94591014905531,1965,NA
"Crepidotus fusisporus",49,0.26530612244898,3.89182029811063,1965,NA
"Crepidotus geophilus",5,0,1.6094379124341,1916,NA
"Crepidotus graminum",2,0,0.693147180559945,1921,NA
"Crepidotus haerens",29,0,3.36729582998647,1884,NA
"Crepidotus hamulatus",1,0,0,1965,NA
"Crepidotus helicus",2,0.5,0.693147180559945,1965,NA
"Crepidotus hemiphlebius",4,0,1.38629436111989,1868,NA
"Crepidotus hygrophanus",7,0.428571428571429,1.94591014905531,1917,NA
"Crepidotus kauffmanii",41,0.24390243902439,3.71357206670431,1965,NA
"Crepidotus lagenicystis",4,0,1.38629436111989,1965,NA
"Crepidotus lanuginosus",22,0.136363636363636,3.09104245335832,1965,NA
"Crepidotus latifolius",21,0.0952380952380952,3.04452243772342,1899,NA
"Crepidotus longicystis",4,0.25,1.38629436111989,1965,NA
"Crepidotus luteicolor",2,0.5,0.693147180559945,1965,NA
"Crepidotus maculans",9,0.444444444444444,2.19722457733622,1965,NA
"Crepidotus malachius",233,0.309012875536481,5.4510384535657,1859,NA
"Crepidotus maximus",1,0,0,1965,NA
"Crepidotus milleri",4,0.25,1.38629436111989,1965,NA
"Crepidotus minutus",1,0,0,1902,NA
"Crepidotus mollis",4827,0.747255023824322,8.48198043566049,1774,NA
"Crepidotus montanensis",1,0,0,1965,NA
"Crepidotus montanus",2,0.5,0.693147180559945,1965,NA
"Crepidotus mucidifolius",3,0,1.09861228866811,1965,NA
"Crepidotus nephrodes",364,0.629120879120879,5.89715386763674,1853,NA
"Crepidotus nyssicola",24,0.541666666666667,3.17805383034795,1942,NA
"Crepidotus obfuscens",2,0,0.693147180559945,1965,NA
"Crepidotus obscurus",1,0,0,1965,NA
"Crepidotus occidentalis",10,0.3,2.30258509299405,1965,NA
"Crepidotus ochraceus",4,0.25,1.38629436111989,1965,NA
"Crepidotus pallidobrunneus",10,0.2,2.30258509299405,1965,NA
"Crepidotus pallidoluteus",5,0.4,1.6094379124341,1965,NA
"Crepidotus parvulus",1,0,0,1913,NA
"Crepidotus phaseoliformis",4,0.5,1.38629436111989,1965,NA
"Crepidotus praelatifolius",6,0,1.79175946922805,1940,NA
"Crepidotus pseudoflammeus",1,0,0,1965,NA
"Crepidotus rainierensis",1,0,0,1965,NA
"Crepidotus ramosus",3,0,1.09861228866811,1965,NA
"Crepidotus regularis",33,0.0606060606060606,3.49650756146648,1965,NA
"Crepidotus rhizomorphus",1,0,0,1923,NA
"Crepidotus roseibrunneus",1,0,0,1965,NA
"Crepidotus roseus",4,0.5,1.38629436111989,1947,NA
"Crepidotus sepiarius",9,0,2.19722457733622,1898,NA
"Crepidotus sinuosus",7,0,1.94591014905531,1965,NA
"Crepidotus smithii",1,0,0,1975,NA
"Crepidotus stipitatus",48,0.395833333333333,3.87120101090789,1918,NA
"Crepidotus stratosus",10,0.2,2.30258509299405,1965,NA
"Crepidotus subapplanatus",13,0.0769230769230769,2.56494935746154,1965,NA
"Crepidotus subcroceitinctus",4,0,1.38629436111989,1965,NA
"Crepidotus subcuneiformis",3,0.333333333333333,1.09861228866811,1913,NA
"Crepidotus subfibrillosus",2,0.5,0.693147180559945,1965,NA
"Crepidotus subfulviceps",31,0.870967741935484,3.43398720448515,1945,NA
"Crepidotus sublatifolius",6,0.333333333333333,1.79175946922805,1965,NA
"Crepidotus subluteus",3,0,1.09861228866811,1965,NA
"Crepidotus submollis",25,0.04,3.2188758248682,1912,NA
"Crepidotus sububer",2,0,0.693147180559945,1965,NA
"Crepidotus subverrucisporus",192,0.78125,5.25749537202778,1949,NA
"Crepidotus tahquamenonensis",4,0.5,1.38629436111989,1965,NA
"Crepidotus tennesseensis",1,0,0,1975,NA
"Crepidotus thermophilus",8,0.625,2.07944154167984,1948,NA
"Crepidotus unicus",4,0,1.38629436111989,1965,NA
"Crepidotus variabilis",3447,0.690165361183638,8.14525956651686,1794,NA
"Crepidotus villosus",15,0,2.70805020110221,1965,NA
"Crepidotus vulgaris",29,0.344827586206897,3.36729582998647,1965,NA
"Cresporhaphis rhoina",2,0,0.693147180559945,1885,NA
"Cribraria cancellata",88,0.420454545454545,4.47733681447821,1789,NA
"Crinipellis campanella",98,0.0408163265306122,4.58496747867057,1907,NA
"Crinipellis carecomoeis",11,0,2.39789527279837,1868,NA
"Crinipellis corticalis",21,0.761904761904762,3.04452243772342,1855,NA
"Crinipellis cremoricolor",8,0,2.07944154167984,1965,NA
"Crinipellis hirticeps",13,0.230769230769231,2.56494935746154,1907,NA
"Crinipellis maxima",30,0.166666666666667,3.40119738166216,1944,NA
"Crinipellis piceae",97,0.597938144329897,4.57471097850338,1939,NA
"Crinipellis scabella",2239,0.72621706118803,7.71378461659875,1786,NA
"Crinipellis septotricha",10,0.2,2.30258509299405,1943,NA
"Crinipellis setipes",155,0.219354838709677,5.04342511691925,1885,NA
"Crinipellis subtomentosa",63,0.650793650793651,4.14313472639153,1895,NA
"Crinipellis tomentosa",21,0.666666666666667,3.04452243772342,1890,NA
"Cristataspora coffeata",148,0.621621621621622,4.99721227376411,1839,NA
"Cristella submutabilis",43,0,3.76120011569356,1907,NA
"Cristelloporia rutilantiformis",4,0.25,1.38629436111989,1912,NA
"Cristinia coprophila",42,0.523809523809524,3.73766961828337,1917,NA
"Cristinia eichleri",194,0.582474226804124,5.26785815906333,1903,NA
"Cristinia helvetica",786,0.44910941475827,6.66695679242921,1825,NA
"Cristinia mucida",89,0.0337078651685393,4.48863636973214,1792,NA
"Cristinia sonorae",5,0,1.6094379124341,1978,NA
"Crocicreas gramineum",111,0.0990990990990991,4.70953020131233,1829,NA
"Crocicreas nigrescens",15,0,2.70805020110221,1875,NA
"Crucibulum crucibuliforme",1229,0.748576078112286,7.11395610956603,1772,NA
"Crucibulum laeve",8478,0.637060627506487,9.04522985191258,1778,"0"
"Crucibulum parvulum",31,0.225806451612903,3.43398720448515,1970,NA
"Crustoderma corneum",1086,0.888581952117864,6.99025650049388,1928,NA
"Crustoderma dryinum",594,0.599326599326599,6.38687931936265,1873,NA
"Crustoderma flavescens",10,0.2,2.30258509299405,1982,NA
"Crustoderma fuscatum",20,0.4,2.99573227355399,2003,NA
"Crustoderma gigacystidium",1,1,0,2001,NA
"Crustoderma marianum",3,0,1.09861228866811,1984,NA
"Crustoderma nakasoneae",2,0,0.693147180559945,1988,NA
"Crustoderma opuntiae",4,0,1.38629436111989,1982,NA
"Crustoderma resinosum",16,0,2.77258872223978,1949,NA
"Crustoderma testatum",2,0,0.693147180559945,1949,NA
"Crustoderma vulcanense",25,0.28,3.2188758248682,1993,NA
"Crustodontia chrysocreas",642,0.725856697819315,6.46458830368996,1873,NA
"Crustomyces expallens",74,0.405405405405405,4.30406509320417,1908,NA
"Crustomyces subabruptus",270,0.451851851851852,5.59842195899838,1928,NA
"Cryphonectria parasitica",7296,0.896655701754386,8.89508153175417,1906,NA
"Cryptendoxyla consimilis",3,0,1.09861228866811,1890,NA
"Cryptococcus depauperatus",5,0.2,1.6094379124341,1932,NA
"Cryptodiaporthe magnispora",12,0,2.484906649788,1887,NA
"Cryptodiaporthe myinda",29,0,3.36729582998647,1878,NA
"Cryptodiaporthe paulula",7,0.142857142857143,1.94591014905531,1878,NA
"Cryptodiaporthe tiliacea",98,0,4.58496747867057,1883,NA
"Cryptomarasmius corbariensis",109,0.899082568807339,4.69134788222914,1837,NA
"Cryptomarasmius crescentiae",14,0,2.63905732961526,1915,NA
"Cryptomarasmius exustoides",8,0.875,2.07944154167984,1997,NA
"Cryptomarasmius magnoliae",2,0,0.693147180559945,1945,NA
"Cryptomarasmius minutus",114,0.315789473684211,4.7361984483945,1875,NA
"Cryptomarasmius sphaerodermus",8,0,2.07944154167984,1880,NA
"Cryptophyllachora ambrosiae",78,0.0641025641025641,4.35670882668959,1876,NA
"Cryptoporus volvatus",2880,0.756597222222222,7.96554557312999,1875,NA
"Cryptosphaeria eunomia",623,0.531300160513644,6.43454651878745,1802,NA
"Cryptosphaeria ocellata",11,0,2.39789527279837,1803,NA
"Cryptosphaeria pullmanensis",6,0.333333333333333,1.79175946922805,1984,NA
"Cryptosphaeria subcutanea",97,0.371134020618557,4.57471097850338,1812,NA
"Cryptosporiopsis edgertonii",1,0,0,1908,NA
"Cryptosporiopsis sanguinea",9,0,2.19722457733622,1870,NA
"Cryptovalsa ampelina",70,0.6,4.24849524204936,1870,NA
"Cryptovalsa deusta",21,0,3.04452243772342,1882,NA
"Cryptovalsa elevata",1,0,0,1845,NA
"Cryptovalsa opaca",26,0.0769230769230769,3.25809653802148,1878,NA
"Cryptovalsa prominens",81,0.0617283950617284,4.39444915467244,1874,NA
"Cryptovalsa protracta",154,0.181818181818182,5.03695260241363,1801,NA
"Cryptovalsa sassafras",2,0,0.693147180559945,1892,NA
"Crystallicutis serpens",1828,0.466083150984683,7.5109777520141,1783,NA
"Cubamyces flavidus",160,0.14375,5.07517381523383,1844,NA
"Cubamyces lactineus",1044,0.828544061302682,6.95081476844258,1843,NA
"Cubamyces menziesii",558,0.267025089605735,6.32435896238131,1843,NA
"Cucurbitaria tenacella",3,0,1.09861228866811,1823,NA
"Cudonia circinans",2875,0.646608695652174,7.96380795323145,1794,NA
"Cudonia grisea",22,0.727272727272727,3.09104245335832,1940,NA
"Cudonia lutea",220,0.145454545454545,5.39362754635236,1873,NA
"Cudoniella acicularis",1210,0.729752066115702,7.09837563859079,1690,NA
"Cudoniella clavus",1298,0.600924499229584,7.16857989726403,1805,NA
"Cuphophyllus acutoides",18,0.111111111111111,2.89037175789616,1954,NA
"Cuphophyllus aurantius",27,0.407407407407407,3.29583686600433,1911,NA
"Cuphophyllus basidiosus",30,0.166666666666667,3.40119738166216,1887,NA
"Cuphophyllus bicolor",5,0.4,1.6094379124341,1951,NA
"Cuphophyllus borealis",386,0.22020725388601,5.95583736946483,1874,NA
"Cuphophyllus canescens",58,0.551724137931034,4.06044301054642,1942,"1"
"Cuphophyllus cinerellus",104,0.692307692307692,4.64439089914137,1977,NA
"Cuphophyllus colemannianus",1313,0.843107387661843,7.1800698743028,1854,NA
"Cuphophyllus fornicatus",1827,0.833607006020799,7.51043055637801,1838,NA
"Cuphophyllus lacmus",935,0.689839572192513,6.84054652928869,1803,NA
"Cuphophyllus pratensis",10038,0.825662482566248,9.21413317021488,1801,NA
"Cuphophyllus pseudopallidus",2,0.5,0.693147180559945,1963,NA
"Cuphophyllus rainierensis",20,0.4,2.99573227355399,1963,NA
"Cuphophyllus recurvatus",38,0.157894736842105,3.63758615972639,1912,NA
"Cuphophyllus russocoriaceus",2479,0.887051230334812,7.81561053203519,1848,NA
"Cuphophyllus virgineus",11360,0.843926056338028,9.33785369227514,1772,NA
"Cyanobasidium microverrucisporum",3,0.333333333333333,1.09861228866811,1992,NA
"Cyanoboletus cyaneitinctus",7,0,1.94591014905531,1943,NA
"Cyanoboletus pulverulentus",1960,0.738265306122449,7.58069975222456,1836,NA
"Cyanosporus alni",3132,0.85536398467433,8.04942705711069,2001,NA
"Cyanosporus caesiosimulans",20,0.75,2.99573227355399,1908,NA
"Cyanosporus caesius",11682,0.747817154596816,9.36580447460025,1794,NA
"Cyanosporus subcaesius",2002,0.763236763236763,7.60190195987517,1974,NA
"Cyanotrama rimosa",88,0.113636363636364,4.47733681447821,1920,NA
"Cyathicula coronata",719,0.453407510431154,6.57786135772105,1789,NA
"Cyathicula culmicola",284,0.338028169014085,5.64897423816121,1836,NA
"Cyathicula cyathoidea",2440,0.411475409836066,7.79975331828725,1783,NA
"Cyathus annulatus",14,0.357142857142857,2.63905732961526,1970,NA
"Cyathus berkeleyanus",137,0.277372262773723,4.91998092582813,1844,NA
"Cyathus bulleri",19,0.0526315789473684,2.94443897916644,1967,NA
"Cyathus earlei",41,0.682926829268293,3.71357206670431,1906,NA
"Cyathus helenae",30,0.466666666666667,3.40119738166216,1966,NA
"Cyathus intermedius",55,0.145454545454545,4.00733318523247,1845,NA
"Cyathus limbatus",180,0.238888888888889,5.19295685089021,1844,NA
"Cyathus melanospermus",20,0,2.99573227355399,1832,NA
"Cyathus montagnei",154,0.149350649350649,5.03695260241363,1844,NA
"Cyathus olla",3335,0.583208395802099,8.11222795834972,1783,NA
"Cyathus pallidus",165,0.096969696969697,5.10594547390058,1868,NA
"Cyathus poeppigii",198,0.0707070707070707,5.28826703069454,1844,NA
"Cyathus pygmaeus",39,0.153846153846154,3.66356164612965,1906,NA
"Cyathus stercoreus",1982,0.487386478304743,7.59186171488993,1832,NA
"Cyathus striatus",8442,0.747216299455105,9.04097452634244,1778,NA
"Cyathus triplex",41,0.317073170731707,3.71357206670431,1906,NA
"Cyclocybe aegerita",246,0.414634146341463,5.50533153593236,1837,NA
"Cyclocybe cylindracea",1147,0.920662598081953,7.04490511712937,1815,NA
"Cyclocybe erebia",2025,0.639012345679012,7.61332497954064,1801,NA
"Cycloderma indicum",205,0.136585365853659,5.32300997913841,1832,NA
"Cyclomyces setiporus",138,0.144927536231884,4.92725368515721,1842,NA
"Cylindrobasidium albulum",105,0.0476190476190476,4.65396035015752,1926,NA
"Cylindrobasidium corrugum",246,0.032520325203252,5.50533153593236,1926,NA
"Cylindrobasidium evolvens",5124,0.764441842310695,8.54169066301663,1815,NA
"Cylindrobasidium laeve",2164,0.53003696857671,7.67971363996637,1794,NA
"Cylindrobasidium torrendii",139,0.23021582733813,4.93447393313069,1913,NA
"Cylindrosporus flavidus",50,0.36,3.91202300542815,1854,NA
"Cymatoderma caperatum",394,0.428934010152284,5.97635090929793,1849,NA
"Cymatoderma dendriticum",366,0.330601092896175,5.90263333340137,1827,NA
"Cymatoderma elegans",944,0.80614406779661,6.8501261661455,1840,NA
"Cymatoderma fuscum",36,0.222222222222222,3.58351893845611,1882,NA
"Cyphella fulvescens",2,0,0.693147180559945,1928,NA
"Cyphella marginata",4,0,1.38629436111989,1902,NA
"Cyphella spiralis",6,0.166666666666667,1.79175946922805,1927,NA
"Cyphellopsis subglobispora",1,0,0,1961,NA
"Cyptotrama asprata",1557,0.804110468850353,7.350516171834,1847,NA
"Cyptotrama chrysopepla",349,0.6189111747851,5.85507192220243,1868,NA
"Cystidiopostia hibernica",669,0.724962630792227,6.50578406012823,1871,NA
"Cystinarius crassus",992,0.673387096774194,6.89972310728487,1838,NA
"Cystinarius rubicundulus",1259,0.787926926131851,7.13807303404435,1893,NA
"Cystoagaricus hirtosquamulosus",109,0.431192660550459,4.69134788222914,1873,NA
"Cystoagaricus olivaceogriseus",4,0,1.38629436111989,1972,NA
"Cystoagaricus propinquus",13,0.153846153846154,2.56494935746154,1972,NA
"Cystoagaricus strobilomyces",33,0.575757575757576,3.49650756146648,1945,NA
"Cystoagaricus subamarus",29,0.689655172413793,3.36729582998647,1972,NA
"Cystoagaricus sylvestris",91,0.527472527472527,4.51085950651685,1878,NA
"Cystoagaricus weberi",19,0,2.94443897916644,1942,NA
"Cystoderma amianthinum",13187,0.779631455221051,9.4869867748077,1772,NA
"Cystoderma arcticum",9,0.222222222222222,2.19722457733622,1984,NA
"Cystoderma carcharias",5328,0.709084084084084,8.58073121222023,1797,NA
"Cystoderma caucasicum",1,0,0,1945,NA
"Cystoderma fallax",688,0.443313953488372,6.53378883793334,1945,NA
"Cystoderma granosum",151,0.304635761589404,5.01727983681492,1883,NA
"Cystoderma gruberianum",5,0.2,1.6094379124341,1949,NA
"Cystoderma haematites",9,0,2.19722457733622,1878,NA
"Cystoderma jasonis",1943,0.784354091610911,7.57198844937744,1888,NA
"Cystoderma pulveraceum",10,0,2.30258509299405,1902,NA
"Cystoderma subvinaceum",17,0.117647058823529,2.83321334405622,1945,NA
"Cystodermella adnatifolia",302,0.645695364238411,5.71042701737487,1902,NA
"Cystodermella australis",5,0.8,1.6094379124341,1945,NA
"Cystodermella cinnabarina",1852,0.665766738660907,7.52402141520612,1805,NA
"Cystodermella granulosa",3077,0.596685082872928,8.03171037532204,1783,NA
"Cystodermella subpurpurea",4,0.75,1.38629436111989,1948,NA
"Cystodermella terryi",248,0.524193548387097,5.51342874616498,1870,NA
"Cystolepiota bucknallii",799,0.757196495619524,6.68336094576627,1877,NA
"Cystolepiota eriophora",88,0.409090909090909,4.47733681447821,1903,NA
"Cystolepiota fumosifolia",72,0.486111111111111,4.27666611901606,1912,NA
"Cystolepiota hemisclera",16,0.9375,2.77258872223978,1868,NA
"Cystolepiota hetieri",404,0.641089108910891,6.00141487796115,1881,NA
"Cystolepiota icterina",27,0.703703703703704,3.29583686600433,1978,NA
"Cystolepiota luteophylla",10,0.7,2.30258509299405,1971,"1"
"Cystolepiota microspora",28,0.25,3.3322045101752,1874,NA
"Cystolepiota moelleri",145,0.668965517241379,4.97673374242057,1918,NA
"Cystolepiota oregonensis",24,0.291666666666667,3.17805383034795,1979,NA
"Cystolepiota petasiformis",32,0.5625,3.46573590279973,1912,NA
"Cystolepiota pusilla",1,0,0,1981,NA
"Cystolepiota pusillomyces",24,0.208333333333333,3.17805383034795,1876,NA
"Cystolepiota seminuda",2396,0.766277128547579,7.78155595923534,1828,NA
"Cystolepiota sistrata",258,0.593023255813954,5.55295958492162,1821,NA
"Cystostereum australe",4,0,1.38629436111989,1983,NA
"Cystostereum heteromorphum",11,0.636363636363636,2.39789527279837,1980,NA
"Cystostereum murrayi",8423,0.865606078594325,9.03872133831536,1868,NA
"Cystostereum pini-canadensis",133,0.0902255639097744,4.89034912822175,1832,NA
"Cytidia pezizoides",8,0,2.07944154167984,1891,NA
"Cytidia salicina",2802,0.526766595289079,7.93808872689695,1821,NA
"Cytidia stereoides",14,0.357142857142857,2.63905732961526,1951,NA
"Cytidia tremellosa",4,0,1.38629436111989,1912,NA
"Cytidiella albida",257,0.591439688715953,5.54907608489522,1863,NA
"Cytidiella nitidula",157,0.369426751592357,5.05624580534831,1881,NA
"Cytospora ceratosperma",522,0.174329501915709,6.25766758788264,1787,NA
"Cytospora chrysosperma",1036,0.197876447876448,6.94312242281943,1787,NA
"Cytospora deformis",13,0,2.56494935746154,1817,NA
"Cytospora eucalypti",23,0,3.13549421592915,1881,NA
"Cytospora intermedia",50,0.16,3.91202300542815,1870,NA
"Cytospora kunzei",129,0.062015503875969,4.85981240436167,1823,NA
"Cytospora leucostoma",927,0.101402373247033,6.83195356556585,1794,NA
"Cytospora melanodiscus",38,0.105263157894737,3.63758615972639,1871,NA
"Cytospora nivea",1135,0.395594713656388,7.0343879299155,1787,NA
"Cytospora personata",37,0,3.61091791264422,1819,NA
"Cytospora pinastri",584,0.143835616438356,6.36990098282823,1817,NA
"Cytospora populina",2058,0.118561710398445,7.62948991639399,1800,NA
"Cytospora pruinosa",221,0.167420814479638,5.39816270151775,1817,NA
"Cytospora viridistroma",5,0,1.6094379124341,1936,NA
"Dacrymyces aquaticus",5,0,1.6094379124341,1984,NA
"Dacrymyces australis",2,0,0.693147180559945,1920,NA
"Dacrymyces capitatus",918,0.510893246187364,6.82219739062049,1832,NA
"Dacrymyces cenangioides",3,0,1.09861228866811,1900,NA
"Dacrymyces ceraceus",2,0,0.693147180559945,1982,NA
"Dacrymyces chrysocomus",490,0.302040816326531,6.19440539110467,1788,NA
"Dacrymyces chrysospermus",4156,0.793792107795958,8.33230835221912,1832,NA
"Dacrymyces conformis",17,0,2.83321334405622,1870,NA
"Dacrymyces dictyosporus",62,0.451612903225806,4.12713438504509,1959,NA
"Dacrymyces fuscominus",6,0,1.79175946922805,1920,NA
"Dacrymyces gangliformis",1,0,0,1940,NA
"Dacrymyces involutus",84,0,4.43081679884331,1832,NA
"Dacrymyces lacrymalis",869,0.761795166858458,6.76734312526539,1801,NA
"Dacrymyces lagerheimii",16,0.25,2.77258872223978,1893,NA
"Dacrymyces minor",503,0.449304174950298,6.22059017009974,1878,NA
"Dacrymyces minutus",39,0.205128205128205,3.66356164612965,1954,NA
"Dacrymyces nigrescens",3,0,1.09861228866811,1954,NA
"Dacrymyces ovisporus",113,0.52212389380531,4.72738781871234,1888,NA
"Dacrymyces punctiformis",233,0.15450643776824,5.4510384535657,1934,NA
"Dacrymyces stillatus",10736,0.755122950819672,9.28135785921146,1796,NA
"Dacrymyces tremellosus",1,0,0,1939,NA
"Dacrymyces variisporus",295,0.830508474576271,5.68697535633982,1973,NA
"Dacryobolus karstenii",1101,0.520435967302452,7.00397413672268,1897,NA
"Dacryobolus sudans",910,0.394505494505494,6.8134445995109,1805,NA
"Dacryomitra brunnea",9,0,2.19722457733622,1934,NA
"Dacryomitra ceracea",8,0,2.07944154167984,1920,NA
"Dacryomitra ramosa",2,0,0.693147180559945,1935,NA
"Dacryomitra stipitata",25,0,3.2188758248682,1875,NA
"Dacryonaema rufum",140,0.364285714285714,4.9416424226093,1818,NA
"Dacryopinax elegans",499,0.577154308617234,6.21260609575152,1849,NA
"Daedalea abortiva",19,0.0526315789473684,2.94443897916644,1881,NA
"Daedalea ambigua",311,0.00964630225080386,5.73979291217923,1845,NA
"Daedalea dochmia",132,0.136363636363636,4.88280192258637,1847,NA
"Daedalea quercina",13325,0.767879924953096,9.49739724903405,1753,NA
"Daedalea xantha",6137,0.655369072836891,8.7220913023891,1815,NA
"Daedaleopsis confragosa",18580,0.788966630785791,9.82984101236783,1792,NA
"Daedaleopsis septentrionalis",501,0.528942115768463,6.21660610108486,1866,NA
"Daedaleopsis tricolor",3103,0.845633258137287,8.04012466444838,1792,NA
"Daldinia childiae",525,0.565714285714286,6.26339826259162,1999,NA
"Daldinia concentrica",7710,0.660440985732815,8.95027346655738,1690,NA
"Daldinia cudonia",16,0.125,2.77258872223978,1875,NA
"Daldinia eschscholtzii",316,0.417721518987342,5.75574221358691,1820,NA
"Daldinia fissa",279,0.340501792114695,5.63121178182137,1823,NA
"Daldinia gelatinosa",2,0.5,0.693147180559945,1997,NA
"Daldinia grandis",137,0.554744525547445,4.91998092582813,1919,NA
"Daldinia lloydii",46,0.195652173913043,3.8286413964891,1922,NA
"Daldinia loculata",590,0.683050847457627,6.38012253689976,1845,NA
"Daldinia loculatoides",9,0.333333333333333,2.19722457733622,2004,NA
"Daldinia occidentalis",34,0.0294117647058823,3.52636052461616,1932,NA
"Daldinia petriniae",591,0.673434856175973,6.3818160174061,1997,NA
