"acceptedName","specimenCount","propContemporary","logSpecimenCount","yearPublished","Threatened"
"Ramariopsis pulchella",444,0.826576576576577,6.09582456243222,1878,NA
"Ramariopsis subtilis",868,0.820276497695853,6.76619171466035,1797,NA
"Ramariopsis tenuiramosa",104,0.778846153846154,4.64439089914137,1950,NA
"Ramariopsis vestitipes",9,0.333333333333333,2.19722457733622,1902,NA
"Ramsbottomia asperior",382,0.348167539267016,5.94542060860658,1868,NA
"Ranadivia modesta",651,0.28110599078341,6.47850964220857,1830,NA
"Ranadivia stereoides",161,0.167701863354037,5.08140436498446,1851,NA
"Ravenelia epiphylla",214,0,5.36597601502185,1822,NA
"Rectipilus confertus",17,0.176470588235294,2.83321334405622,1924,NA
"Rectipilus davidii",22,0.5,3.09104245335832,1964,NA
"Rectipilus fasciculatus",228,0.18859649122807,5.42934562895444,1822,NA
"Rectipilus sulphureus",30,0.133333333333333,3.40119738166216,1882,NA
"Remleria rhododendricola",6,0.5,1.79175946922805,1882,NA
"Repetobasidium erikssonii",21,0.619047619047619,3.04452243772342,1966,NA
"Repetobasidium macrosporum",12,0.666666666666667,2.484906649788,1966,NA
"Repetobasidium mirificum",93,0.225806451612903,4.53259949315326,1958,NA
"Repetobasidium vile",57,0.140350877192982,4.04305126783455,1928,NA
"Resinicium bicolor",2951,0.546933242968485,7.98989937494294,1805,NA
"Resinicium chiricahuaense",33,0.151515151515152,3.49650756146648,1970,NA
"Resinicium confertum",1,1,0,2007,NA
"Resinicium granulare",5,0.2,1.6094379124341,1923,NA
"Resinicium luteosulphureum",49,0.408163265306122,3.89182029811063,1959,NA
"Resinicium mutabile",12,0.75,2.484906649788,2007,NA
"Resinicium praeteritum",3,0,1.09861228866811,1949,NA
"Resinicium tenue",4,0.75,1.38629436111989,2007,NA
"Resiniporus resinascens",1432,0.698324022346369,7.26682734752059,1911,NA
"Resinomycena acadiensis",13,0.461538461538462,2.56494935746154,1981,NA
"Resinomycena montana",13,0.384615384615385,2.56494935746154,1981,NA
"Resinomycena pyrenaica",2,0,0.693147180559945,1936,NA
"Resinomycena rhododendri",157,0.248407643312102,5.05624580534831,1875,NA
"Resinomycena saccharifera",307,0.609120521172638,5.7268477475872,1870,NA
"Resinoporia crassa",461,0.529284164859002,6.13339804299665,1889,NA
"Resinoporia ferox",58,0.0344827586206896,4.06044301054642,1940,NA
"Resinoporia sitchensis",154,0.279220779220779,5.03695260241363,1938,NA
"Resinoporia sordida",50,0.26,3.91202300542815,1984,NA
"Resupinatus alboniger",174,0.902298850574713,5.15905529921453,1893,NA
"Resupinatus algidus",49,0.163265306122449,3.89182029811063,1821,NA
"Resupinatus applicatus",2172,0.639042357274402,7.68340368105383,1786,NA
"Resupinatus atropellitus",44,0,3.78418963391826,1887,NA
"Resupinatus conglobatus",23,0.130434782608696,3.13549421592915,1914,NA
"Resupinatus cupuliformis",13,0.0769230769230769,2.56494935746154,1873,NA
"Resupinatus daedalea",19,0,2.94443897916644,1832,NA
"Resupinatus dealbatus",27,0.222222222222222,3.29583686600433,1847,NA
"Resupinatus graminum",3,0,1.09861228866811,1969,NA
"Resupinatus griseopallidus",56,0.375,4.02535169073515,1836,NA
"Resupinatus poriaeformis",522,0.601532567049808,6.25766758788264,1884,NA
"Resupinatus porosus",7,0.857142857142857,1.94591014905531,2006,NA
"Resupinatus striatulus",213,0.28169014084507,5.36129216570943,1800,NA
"Resupinatus taxi",14,0.5,2.63905732961526,1847,NA
"Resupinatus trichotis",1100,0.851818181818182,7.00306545878646,1828,NA
"Resupinatus urceolatus",74,0.797297297297297,4.30406509320417,1828,NA
"Retiboletus griseus",241,0.829875518672199,5.48479693349065,1878,NA
"Retiboletus ornatipes",1297,0.754047802621434,7.16780918431644,1878,NA
"Retiboletus retipes",298,0.0469798657718121,5.6970934865054,1872,NA
"Rhabdocline laricis",102,0.382352941176471,4.62497281328427,1896,NA
"Rhabdocline obovata",1,0,0,1969,NA
"Rhabdocline parkeri",7,0,1.94591014905531,1986,NA
"Rhabdocline pseudotsugae",324,0.0277777777777778,5.78074351579233,1922,NA
"Rhabdocline weirii",10,0,2.30258509299405,1928,NA
"Rhizina undulata",1865,0.491689008042895,7.53101633207792,1774,NA
"Rhizochaete americana",27,0.0740740740740741,3.29583686600433,1994,NA
"Rhizochaete filamentosa",578,0.401384083044983,6.35957386867238,1873,NA
"Rhizochaete flava",7,0.571428571428571,1.94591014905531,1917,NA
"Rhizochaete fouquieriae",14,0,2.63905732961526,1978,NA
"Rhizochaete lutea",6,0.5,1.79175946922805,1990,NA
"Rhizochaete radicata",220,0.727272727272727,5.39362754635236,1895,NA
"Rhizochaete sulphurina",133,0.255639097744361,4.89034912822175,1889,NA
"Rhizochaete violascens",172,0.395348837209302,5.14749447681345,1815,NA
"Rhizoctonia anceps",114,0.0263157894736842,4.7361984483945,1910,NA
"Rhizoctonia fusispora",467,0.56745182012848,6.1463292576689,1888,NA
"Rhizoctonia noxia",6,0.333333333333333,1.79175946922805,1958,NA
"Rhizoctonia obscura",5,0,1.6094379124341,1935,NA
"Rhizoctonia ochracea",100,0.53,4.60517018598809,1889,NA
"Rhizoctonia solani",1466,0.0927694406548431,7.2902928824466,1846,NA
"Rhizoctonia sphacelati",1,0,0,1991,NA
"Rhizoctonia sterigmatica",19,0.473684210526316,2.94443897916644,1922,NA
"Rhizocybe albida",58,0.810344827586207,4.06044301054642,1964,NA
"Rhizocybe pruinosa",1212,0.754950495049505,7.10002716662926,1838,NA
"Rhizocybe rhizoides",10,0,2.30258509299405,1960,NA
"Rhizocybe vermicularis",451,0.64079822616408,6.11146733950268,1838,NA
"Rhizodiscina lignyota",511,0.49119373776908,6.2363695902037,1822,NA
"Rhizomarasmius pyrrhocephalus",377,0.594164456233422,5.93224518744801,1847,NA
"Rhizomarasmius setosus",762,0.801837270341207,6.63594655568665,1801,NA
"Rhizomarasmius undatus",268,0.690298507462687,5.59098698051086,1836,NA
"Rhizophagus fasciculatus",25,0.12,3.2188758248682,1922,NA
"Rhizopogon abietis",48,0.291666666666667,3.87120101090789,1966,"1"
"Rhizopogon albidus",12,0.0833333333333333,2.484906649788,1966,NA
"Rhizopogon albiroseus",3,0,1.09861228866811,1966,NA
"Rhizopogon alexsmithii",41,0.365853658536585,3.71357206670431,1975,"1"
"Rhizopogon alkalivirens",5,0.2,1.6094379124341,1966,NA
"Rhizopogon alpestris",3,0.666666666666667,1.09861228866811,1966,NA
"Rhizopogon amoenus",1,0,0,1968,NA
"Rhizopogon anomalus",4,0.5,1.38629436111989,1966,NA
"Rhizopogon arctostaphyli",7,0.428571428571429,1.94591014905531,1966,NA
"Rhizopogon arenicola",4,0,1.38629436111989,1966,NA
"Rhizopogon argillaceus",1,0,0,1966,NA
"Rhizopogon argillascens",3,0,1.09861228866811,1966,NA
"Rhizopogon armeniacus",3,0,1.09861228866811,1968,NA
"Rhizopogon ater",20,0.8,2.99573227355399,2005,NA
"Rhizopogon atroviolaceus",36,0.277777777777778,3.58351893845611,1966,"1"
"Rhizopogon aurantiacus",9,0.333333333333333,2.19722457733622,1966,NA
"Rhizopogon aurantius",8,0,2.07944154167984,1899,NA
"Rhizopogon avellaneitectus",4,0.25,1.38629436111989,1968,NA
"Rhizopogon bacillisporus",20,0.65,2.99573227355399,1966,"1"
"Rhizopogon baxteri",6,0.166666666666667,1.79175946922805,1966,NA
"Rhizopogon brownii",1,0,0,1966,NA
"Rhizopogon brunneicolor",13,0.0769230769230769,2.56494935746154,1966,NA
"Rhizopogon brunneifibrillosus",2,0,0.693147180559945,1966,"1"
"Rhizopogon brunneiniger",18,0.611111111111111,2.89037175789616,1966,"1"
"Rhizopogon brunnescens",4,0.75,1.38629436111989,1941,NA
"Rhizopogon brunsii",40,0.25,3.68887945411394,2005,NA
"Rhizopogon burlinghamii",5,0.2,1.6094379124341,1966,NA
"Rhizopogon butyraceus",6,0.166666666666667,1.79175946922805,1966,NA
"Rhizopogon canadensis",1,0,0,1968,NA
"Rhizopogon chamaleontinus",2,0,0.693147180559945,1968,"1"
"Rhizopogon cinerascens",22,0.772727272727273,3.09104245335832,1966,NA
"Rhizopogon cinnamomeus",1,0,0,1968,NA
"Rhizopogon clavitisporus",10,0.3,2.30258509299405,1966,"1"
"Rhizopogon cokeri",39,0,3.66356164612965,1966,NA
"Rhizopogon columbianus",1,0,0,1968,NA
"Rhizopogon couchii",32,0.03125,3.46573590279973,1966,NA
"Rhizopogon cusickiensis",3,0,1.09861228866811,1966,NA
"Rhizopogon cylindrisporus",2,0.5,0.693147180559945,1966,NA
"Rhizopogon deceptivus",8,0.125,2.07944154167984,1966,NA
"Rhizopogon defectus",5,0,1.6094379124341,1966,NA
"Rhizopogon diabolicus",18,0,2.89037175789616,1966,NA
"Rhizopogon ellenae",115,0.217391304347826,4.74493212836325,1966,NA
"Rhizopogon ellipsosporus",20,0.8,2.99573227355399,2000,"1"
"Rhizopogon evadens",157,0.477707006369427,5.05624580534831,1966,NA
"Rhizopogon exiguus",15,0.333333333333333,2.70805020110221,1939,"1"
"Rhizopogon fabri",3,0,1.09861228866811,1975,NA
"Rhizopogon fallax",23,0.478260869565217,3.13549421592915,1966,NA
"Rhizopogon flavofibrillosus",15,0.266666666666667,2.70805020110221,1966,"1"
"Rhizopogon florencianus",2,0,0.693147180559945,1966,NA
"Rhizopogon fragmentatus",1,0,0,1966,NA
"Rhizopogon fragrans",8,0,2.07944154167984,1966,NA
"Rhizopogon fuscorubens",64,0.375,4.15888308335967,1966,NA
"Rhizopogon gelatinosus",3,0,1.09861228866811,1966,NA
"Rhizopogon gilkeyae",12,0.666666666666667,2.484906649788,1966,NA
"Rhizopogon griseoglebus",5,0,1.6094379124341,1966,NA
"Rhizopogon griseovinaceus",1,0,0,1968,NA
"Rhizopogon hawkerae",168,0.547619047619048,5.12396397940326,1966,NA
"Rhizopogon hysterangioides",24,0.291666666666667,3.17805383034795,1966,NA
"Rhizopogon idahoensis",56,0.0714285714285714,4.02535169073515,1966,NA
"Rhizopogon inquinatus",7,0,1.94591014905531,1966,"1"
"Rhizopogon inversus",1,0,0,1968,NA
"Rhizopogon isabellinus",3,0.666666666666667,1.09861228866811,1966,NA
"Rhizopogon kauffmanii",2,0,0.693147180559945,1966,NA
"Rhizopogon laetiflavus",3,0,1.09861228866811,1966,NA
"Rhizopogon libocedri",2,0,0.693147180559945,1966,NA
"Rhizopogon lowei",2,0,0.693147180559945,1966,NA
"Rhizopogon luteoalboides",1,0,0,1966,NA
"Rhizopogon luteoalbus",5,0,1.6094379124341,1966,NA
"Rhizopogon luteoloides",6,0,1.79175946922805,1966,NA
"Rhizopogon luteolus",1548,0.607881136950904,7.34471905414967,1817,NA
"Rhizopogon lutescens",8,0.125,2.07944154167984,1966,NA
"Rhizopogon maculatus",23,0,3.13549421592915,1918,NA
"Rhizopogon mengei",8,0.875,2.07944154167984,1999,NA
"Rhizopogon milleri",12,0.25,2.484906649788,1965,NA
"Rhizopogon molallaensis",11,0.0909090909090909,2.39789527279837,1966,NA
"Rhizopogon monticola",1,0,0,1966,NA
"Rhizopogon mutabilis",6,0,1.79175946922805,1966,NA
"Rhizopogon niger",6,0,1.79175946922805,1923,NA
"Rhizopogon nigrescens",119,0.310924369747899,4.77912349311153,1928,NA
"Rhizopogon nitens",6,0,1.79175946922805,1966,NA
"Rhizopogon obscurus",6,0.333333333333333,1.79175946922805,1966,NA
"Rhizopogon occidentalis",436,0.355504587155963,6.07764224334903,1918,NA
"Rhizopogon ochraceisporus",38,0.368421052631579,3.63758615972639,1966,NA
"Rhizopogon ochraceobrunnescens",4,0.25,1.38629436111989,1966,NA
"Rhizopogon ochraceorubens",236,0.292372881355932,5.46383180502561,1966,NA
"Rhizopogon ochroleucoides",17,0.117647058823529,2.83321334405622,1966,NA
"Rhizopogon ochroleucus",6,0.166666666666667,1.79175946922805,1966,NA
"Rhizopogon odoratus",1,0,0,1966,NA
"Rhizopogon olivaceofuscus",32,0.03125,3.46573590279973,1966,NA
"Rhizopogon olivaceoluteus",1,0,0,1966,NA
"Rhizopogon olivaceoniger",8,0,2.07944154167984,1966,NA
"Rhizopogon olivaceotinctus",23,0.173913043478261,3.13549421592915,1966,"0"
"Rhizopogon oregonensis",2,0,0.693147180559945,1966,NA
"Rhizopogon oswaldii",18,0,2.89037175789616,1966,"1"
"Rhizopogon pachydermus",11,0.181818181818182,2.39789527279837,1968,NA
"Rhizopogon pachyphloeus",8,0,2.07944154167984,1918,NA
"Rhizopogon pannosus",14,0.214285714285714,2.63905732961526,1918,NA
"Rhizopogon parasiticus",8,0,2.07944154167984,1923,NA
"Rhizopogon parksii",478,0.46652719665272,6.16961073249146,1966,NA
"Rhizopogon parvisporus",1,0,0,1962,NA
"Rhizopogon parvulus",7,0.428571428571429,1.94591014905531,1966,NA
"Rhizopogon pedicellus",15,0.933333333333333,2.70805020110221,1966,NA
"Rhizopogon piceus",9,0,2.19722457733622,1860,NA
"Rhizopogon pinicola",4,0,1.38629436111989,1966,NA
"Rhizopogon pinyonensis",19,0.0526315789473684,2.94443897916644,1968,NA
"Rhizopogon ponderosus",7,0.428571428571429,1.94591014905531,1966,NA
"Rhizopogon praestans",2,0,0.693147180559945,1968,NA
"Rhizopogon proximus",1,0,0,1966,NA
"Rhizopogon pseudoaffinis",12,0,2.484906649788,1966,NA
"Rhizopogon pseudoalbus",2,0,0.693147180559945,1966,NA
"Rhizopogon pseudoroseolus",44,0.659090909090909,3.78418963391826,1966,NA
"Rhizopogon pseudovillosulus",32,0.0625,3.46573590279973,1966,NA
"Rhizopogon quercicola",3,0,1.09861228866811,1966,"1"
"Rhizopogon rodwayi",8,0.125,2.07944154167984,1895,NA
"Rhizopogon rogersii",15,0.4,2.70805020110221,1966,"1"
"Rhizopogon roseolus",2807,0.399358745992162,7.93987157636188,1831,NA
"Rhizopogon rudus",3,0.333333333333333,1.09861228866811,1966,NA
"Rhizopogon salebrosus",62,0.854838709677419,4.12713438504509,1966,NA
"Rhizopogon semireticulatus",40,0.05,3.68887945411394,1966,"1"
"Rhizopogon semitectus",3,0,1.09861228866811,1968,"1"
"Rhizopogon separabilis",11,0,2.39789527279837,1939,NA
"Rhizopogon sepelibilis",3,0,1.09861228866811,1966,NA
"Rhizopogon singularis",1,0,0,1968,NA
"Rhizopogon sipei",2,0,0.693147180559945,1966,NA
"Rhizopogon smithii",79,0.0759493670886076,4.36944785246702,1975,NA
"Rhizopogon sordidus",3,0.333333333333333,1.09861228866811,1966,NA
"Rhizopogon subalpinus",2,0.5,0.693147180559945,1966,NA
"Rhizopogon subareolatus",129,0.325581395348837,4.85981240436167,1966,NA
"Rhizopogon subaustralis",28,0.321428571428571,3.3322045101752,1966,NA
"Rhizopogon subbadius",8,0.5,2.07944154167984,1966,NA
"Rhizopogon subcaerulescens",328,0.347560975609756,5.79301360838414,1966,NA
"Rhizopogon subcinnamomeus",3,0,1.09861228866811,1966,"1"
"Rhizopogon subcitrinus",11,0.0909090909090909,2.39789527279837,1966,NA
"Rhizopogon subclavitisporus",16,0.375,2.77258872223978,1966,"1"
"Rhizopogon subcroceus",20,0.05,2.99573227355399,1966,NA
"Rhizopogon subgelatinosus",25,0,3.2188758248682,1966,NA
"Rhizopogon sublateritius",8,0,2.07944154167984,1966,NA
"Rhizopogon subolivascens",1,0,0,1966,NA
"Rhizopogon subpurpurascens",30,0.0666666666666667,3.40119738166216,1964,"1"
"Rhizopogon subradicatus",10,0,2.30258509299405,1966,"1"
"Rhizopogon subsalmonius",99,0.343434343434343,4.59511985013459,1966,NA
"Rhizopogon succosus",15,0.733333333333333,2.70805020110221,1966,NA
"Rhizopogon superdubius",1,0,0,1923,NA
"Rhizopogon superiorensis",13,0.538461538461538,2.56494935746154,1966,NA
"Rhizopogon thaxteri",1,0,0,1939,NA
"Rhizopogon truncatus",76,0.657894736842105,4.33073334028633,1924,"0"
"Rhizopogon tsugae",6,0.166666666666667,1.79175946922805,1966,NA
"Rhizopogon udus",3,0,1.09861228866811,1966,NA
"Rhizopogon umbrinoviolascens",7,0,1.94591014905531,1966,NA
"Rhizopogon variabilisporus",6,0.666666666666667,1.79175946922805,1964,"1"
"Rhizopogon vesiculosus",14,0.285714285714286,2.63905732961526,1966,NA
"Rhizopogon vestitus",1,0,0,1968,NA
"Rhizopogon villescens",22,0.272727272727273,3.09104245335832,1966,NA
"Rhizopogon villosulus",368,0.445652173913043,5.90808293816893,1941,NA
"Rhizopogon vinicolor",606,0.572607260726073,6.40687998606931,1966,NA
"Rhizopogon viridis",5,0,1.6094379124341,1918,NA
"Rhizopogon willamettensis",2,0,0.693147180559945,1968,NA
"Rhizopogon zelleri",24,0.333333333333333,3.17805383034795,1966,NA
"Rhodoarrhenia flabellulum",4,0.5,1.38629436111989,1891,NA
"Rhodocollybia badiialba",99,0.343434343434343,4.59511985013459,1916,NA
"Rhodocollybia butyracea",10778,0.765355353497866,9.28526229849344,1792,NA
"Rhodocollybia laulaha",15,0.933333333333333,2.70805020110221,1999,NA
"Rhodocollybia lentinoides",84,0.357142857142857,4.43081679884331,1880,NA
"Rhodocollybia maculata",6574,0.673106175844235,8.79087775422416,1805,NA
"Rhodocollybia oregonensis",83,0.44578313253012,4.4188406077966,1937,NA
"Rhodocollybia prolixa",1726,0.600231749710313,7.45356187164337,1818,NA
"Rhodocollybia spissa",3,0.333333333333333,1.09861228866811,2004,NA
"Rhodocollybia subsulcatipes",5,0,1.6094379124341,1944,NA
"Rhodocollybia unakensis",9,0.333333333333333,2.19722457733622,1916,NA
"Rhodocybe atrigilva",1,0,0,1946,NA
"Rhodocybe gilvoides",4,0,1.38629436111989,1930,NA
"Rhodocybe mellea",15,0.666666666666667,2.70805020110221,1988,NA
"Rhodocybe noveboracensis",79,0,4.36944785246702,1872,NA
"Rhodocybe olympiana",5,0,1.6094379124341,1941,NA
"Rhodocybe parilis",173,0.219653179190751,5.15329159449778,1818,NA
"Rhodocybe pascuensis",1,0,0,1887,NA
"Rhodocybe roseiavellanea",36,0.555555555555556,3.58351893845611,1938,NA
"Rhodocybe sphaerospora",8,0.125,2.07944154167984,1904,NA
"Rhodocybe truncata",247,0.412955465587045,5.50938833662798,1774,NA
"Rhodofomes cajanderi",2204,0.470961887477314,7.6980291702728,1904,NA
"Rhodofomes carneus",139,0.0575539568345324,4.93447393313069,1826,NA
"Rhodofomes roseus",17586,0.87222790856363,9.77485840993895,1805,NA
"Rhodofomitopsis cupreorosea",120,0.4,4.78749174278205,1856,NA
"Rhodofomitopsis feei",550,0.354545454545455,6.30991827822652,1830,NA
"Rhodofomitopsis oleracea",107,0.0841121495327103,4.67282883446191,1947,NA
"Rhodonia placenta",1170,0.666666666666667,7.0647590277918,1794,NA
"Rhodonia rancida",77,0.298701298701299,4.34380542185368,1900,NA
"Rhodophana melleopallens",72,0.805555555555556,4.27666611901606,1960,NA
"Rhodophana nitellina",1377,0.753086419753086,7.22766249872865,1838,NA
"Rhodophyllus whiteae",105,0,4.65396035015752,1917,NA
"Rhodoscypha ovilla",99,0.444444444444444,4.59511985013459,1876,NA
"Rhodotarzetta euchroa",5,0,1.6094379124341,1869,NA
"Rhodotarzetta rosea",45,0.444444444444444,3.80666248977032,1924,NA
"Rhodotus palmatus",1332,0.781531531531532,7.19443685110033,1797,"0"
"Rhopalogaster transversarius",35,0.428571428571429,3.55534806148941,1811,NA
"Rhynchostoma rubefaciens",4,0,1.38629436111989,1876,NA
"Rhytisma acerinum",17923,0.842771857389946,9.7938400832316,1794,NA
"Rhytisma americanum",322,0.996894409937888,5.77455154554441,1998,NA
"Rhytisma andromedae",1108,0.333032490974729,7.01031186730723,1801,NA
"Rhytisma ilicis-canadensis",279,0.007168458781362,5.63121178182137,1832,NA
"Rhytisma punctatum",1378,0.346879535558781,7.2283884515736,1800,NA
"Rhytisma salicinum",4077,0.349276428746627,8.31311670281925,1794,NA
"Rickenella fibula",11133,0.831402137788557,9.31766894972871,1784,NA
"Rickenella mellea",170,0.758823529411765,5.13579843705026,1971,NA
"Rickenella swartzii",2945,0.832597623089983,7.98786409608569,1815,"0"
"Riessia semiophora",20,0.3,2.99573227355399,1852,NA
"Rigidoporus adnatus",1,0,0,1987,NA
"Rigidoporus crocatus",822,0.427007299270073,6.71174039505618,1894,NA
"Rigidoporus lineatus",1125,0.262222222222222,7.02553831463852,1827,NA
"Rigidoporus microporus",1271,0.273800157356412,7.14755927118945,1788,NA
"Rigidoporus sanguinolentus",2520,0.623015873015873,7.83201418050547,1805,NA
"Rigidoporus ulmarius",931,0.349087003222342,6.83625927727707,1797,NA
"Rigidoporus undatus",473,0.20507399577167,6.15909538849193,1825,NA
"Rigidoporus vinctus",600,0.188333333333333,6.39692965521615,1852,NA
"Rimbachia arachnoidea",226,0.800884955752212,5.42053499927229,1891,NA
"Rimbachia bryophila",276,0.83695652173913,5.62040086571715,1795,NA
"Rimbachia paludosa",5,0.4,1.6094379124341,1984,NA
"Riopa metamorphosa",64,0.328125,4.15888308335967,1791,NA
"Ripartitella alba",9,0.777777777777778,2.19722457733622,1996,NA
"Ripartitella brasiliensis",72,0.541666666666667,4.27666611901606,1889,NA
"Ripartitella squamosidisca",8,0,2.07944154167984,1940,NA
"Ripartites serotinus",8,0.75,2.07944154167984,1973,NA
"Ripartites tricholoma",1633,0.66319657072872,7.39817409297047,1792,NA
"Robillarda rhizophorae",5,0.4,1.6094379124341,1969,NA
"Robillarda sessilis",201,0.721393034825871,5.30330490805908,1878,NA
"Rodwayella citrinula",85,0.2,4.44265125649032,1870,NA
"Rogersiomyces okefenokeensis",6,0,1.79175946922805,1978,NA
"Romagnesiella clavus",44,0.727272727272727,3.78418963391826,1944,NA
"Roridomyces roridus",2115,0.718203309692671,7.65681009148038,1815,NA
"Rosellinia anthostomoides",1,0,0,1889,NA
"Rosellinia aquila",1276,0.254702194357367,7.15148546390474,1817,NA
"Rosellinia breensis",11,0.272727272727273,2.39789527279837,1905,NA
"Rosellinia britannica",99,0.828282828282828,4.59511985013459,1989,NA
"Rosellinia caryae",1,0,0,1922,NA
"Rosellinia corticium",377,0.580901856763926,5.93224518744801,1822,NA
"Rosellinia diathrausta",80,0.05,4.38202663467388,1882,NA
"Rosellinia elaeospora",2,0,0.693147180559945,1906,NA
"Rosellinia eucalypticola",4,1,1.38629436111989,1899,NA
"Rosellinia guianae",2,0.5,0.693147180559945,2013,NA
"Rosellinia hypoxyloides",1,1,0,1902,NA
"Rosellinia mammiformis",406,0.450738916256158,6.00635315960173,1801,NA
"Rosellinia mammoidea",16,0.5625,2.77258872223978,1879,NA
"Rosellinia mastoidea",27,0,3.29583686600433,1882,NA
"Rosellinia minor",5,0,1.6094379124341,1919,NA
"Rosellinia minuta",4,0,1.38629436111989,1867,NA
"Rosellinia obliquata",25,0.04,3.2188758248682,1826,NA
"Rosellinia rogersii",2,1,0.693147180559945,2013,NA
"Rosellinia rosarum",22,0,3.09104245335832,1872,NA
"Rosellinia similis",1,0,0,1908,NA
"Rosellinia stenasca",10,0.8,2.30258509299405,1932,NA
"Rosellinia victoriae",4,0,1.38629436111989,1908,NA
"Roseodiscus rhodoleucus",170,0.423529411764706,5.13579843705026,1818,NA
"Roseodiscus subcarneus",49,0.204081632653061,3.89182029811063,1875,NA
"Rostronitschkia nervincola",34,0,3.52636052461616,1919,NA
"Rubinoboletus caespitosus",22,0.454545454545455,3.09104245335832,1924,NA
"Rubroboletus dupainii",204,0.490196078431373,5.31811999384422,1902,NA
"Rubroboletus eastwoodiae",82,0.48780487804878,4.40671924726425,1910,NA
"Rubroboletus haematinus",63,0.603174603174603,4.14313472639153,1976,"0"
"Rubroboletus pulcherrimus",121,0.760330578512397,4.79579054559674,1976,"1"
"Rubroboletus rhodosanguineus",50,0.96,3.91202300542815,1998,NA
"Rugosomyces persicolor",117,0.598290598290598,4.76217393479776,1867,NA
"Ruhlandiella berolinensis",28,0.464285714285714,3.3322045101752,1903,NA
"Russula acerba",2,0,0.693147180559945,1961,NA
"Russula aciculocystis",25,0.4,3.2188758248682,1984,NA
"Russula acrifolia",1952,0.796618852459016,7.57660976697304,1997,NA
"Russula admirabilis",22,0.136363636363636,3.09104245335832,1939,NA
"Russula adusta",14064,0.786476109215017,9.55137361992496,1785,NA
"Russula aeruginascens",6,0.333333333333333,1.79175946922805,1901,NA
"Russula aeruginea",7311,0.769115032143346,8.89713534229332,1863,"0"
"Russula affinis",3,0,1.09861228866811,1924,NA
"Russula alachuana",9,0,2.19722457733622,1938,NA
"Russula albiclavipes",3,0,1.09861228866811,1946,NA
"Russula albidicremea",2,0.5,0.693147180559945,1939,NA
"Russula albiduliformis",4,0.75,1.38629436111989,1943,NA
"Russula albiflavescens",2,0,0.693147180559945,1939,NA
"Russula albimarginata",2,0,0.693147180559945,1945,NA
"Russula albobrunnea",9,0.555555555555556,2.19722457733622,2007,NA
"Russula albonigra",1919,0.699322563835331,7.5595594960077,1845,NA
"Russula alcalinicola",4,0,1.38629436111989,1924,NA
"Russula alleinstanleyae",3,0,1.09861228866811,1961,NA
"Russula alpicola",1,0,0,1947,NA
"Russula alutacea",1113,0.436657681940701,7.01481435127554,1821,NA
"Russula alutaceiformis",5,0,1.6094379124341,1943,NA
"Russula americana",61,0.475409836065574,4.11087386417331,1938,NA
"Russula amethystina",519,0.791907514450867,6.25190388316589,1898,NA
"Russula amoena",663,0.671191553544495,6.49677499018586,1876,NA
"Russula amoenicolor",319,0.717868338557994,5.76519110278484,1962,NA
"Russula amoenoides",76,0.723684210526316,4.33073334028633,1967,NA
"Russula amoenolens",1798,0.834816462736374,7.49443021503157,1952,NA
"Russula amygdaloides",55,0.163636363636364,4.00733318523247,1918,NA
"Russula angustispora",9,0.222222222222222,2.19722457733622,1986,NA
"Russula anisata",3,0.333333333333333,1.09861228866811,1945,NA
"Russula anthracina",821,0.851400730816078,6.71052310945243,1838,NA
"Russula appalachiensis",7,0.571428571428571,1.94591014905531,1948,NA
"Russula aquosa",1680,0.740476190476191,7.4265490723973,1933,NA
"Russula arenicola",6,1,1.79175946922805,2004,NA
"Russula areolata",3,0,1.09861228866811,1989,NA
"Russula arnoldae",3,0.333333333333333,1.09861228866811,1940,NA
"Russula aromatica",4,0.25,1.38629436111989,1963,"1"
"Russula astringens",29,0.0344827586206896,3.36729582998647,1915,NA
"Russula atrata",5,0,1.6094379124341,1962,NA
"Russula atropurpurea",3855,0.756939040207523,8.25712628599743,1845,NA
"Russula atrorubens",2147,0.677224033535165,7.67182679787878,1898,NA
"Russula atrovinosa",6,0.166666666666667,1.79175946922805,1989,NA
"Russula atroviolacea",15,0.4,2.70805020110221,1915,NA
"Russula aurantiaca",45,0.222222222222222,3.80666248977032,1933,NA
"Russula aurantiolutea",110,0.1,4.70048036579242,1909,NA
"Russula aurea",3579,0.778709136630344,8.18283871076603,1783,NA
"Russula aurora",1798,0.760845383759733,7.49443021503157,1845,NA
"Russula australirosea",2,0,0.693147180559945,1946,NA
"Russula avellaneiceps",8,1,2.07944154167984,1999,NA
"Russula azurea",972,0.725308641975309,6.87935580446044,1882,NA
"Russula badia",1984,0.782258064516129,7.59287028784482,1881,NA
"Russula ballouii",113,0.831858407079646,4.72738781871234,1913,NA
"Russula beardslei",15,0.133333333333333,2.70805020110221,1939,NA
"Russula betularum",4122,0.781416787967006,8.3240937614504,1960,NA
"Russula betulina",29,0.0344827586206896,3.36729582998647,1915,NA
"Russula bicolor",115,0.704347826086957,4.74493212836325,1913,NA
"Russula blackfordiae",32,0.09375,3.46573590279973,1910,NA
"Russula blanda",20,0.45,2.99573227355399,1915,NA
"Russula borealis",112,0.294642857142857,4.71849887129509,1909,NA
"Russula brevipes",1816,0.695484581497797,7.50439155916124,1890,"0"
"Russula brunneipes",2,0,0.693147180559945,1945,NA
